82.6,,81.7,,80.8,,79.3,,77.3,,76.7,,76.5,,74.1,,71.1,,70.6,,69.15,,66.5,,65.4,,62.0,,60.9,,58.8,,56.2,,54.0,,51.4,,49.6,,44.3,,40.1,,20.2,
X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y
0.004580534719347606,31457951404.07159,0.00372592097649982,30719417536.677586,0.004057353329096424,28902146830.606533,0.003681511628211172,28909560719.51067,0.002995017274703554,26891541994.98643,0.0033827321690226694,24690898706.71489,0.005777284488131183,19573104050.61268,0.008749433806792436,9431079450.520021,0.010515221731809911,5197273241.023357,0.006015828694431402,4285314837.812099,0.0025071395147601904,4969471680.056339,0.006735603234157387,1072185969.3618629,0.007079911800308356,667433871.5102372,0.009055369043062826,207744691.92082146,0.007103557692658099,188621744.49515426,0.004110379557744548,210723056.93470258,0.007122713938967878,67969942.63206325,0.013262518706352637,32337379.068126194,0.012493158104917019,22191410.47811299,0.007406830638510425,24790047.56565694,0.007789695256924596,12551773.568791622,0.010185077907194594,9257031.357947607,0.006268441332565619,7269207.248301903
0.006924123427595922,30669229704.745274,0.0052360748712772295,30321175332.92803,0.007096501148000937,27490414396.95493,0.006208439539685199,27836301311.031803,0.005773951442652272,24358311132.90346,0.005636770509033866,22103363613.230465,0.011139894852238066,16482712473.94653,0.011159197688797279,8551972128.449472,0.012777932685717143,4329089324.285121,0.008154877328743912,3612064525.200173,0.004552425310869693,3242874211.288559,0.009021754508117376,850494287.0764936,0.009834667398475078,535851973.234272,0.011981241167991643,170913506.9158949,0.009630913939627962,149616370.27302435,0.008852138005576975,113162804.94768834,0.009657195346349092,53263190.70269432,0.0157269457520298,28624576.492031623,0.014994771414979041,20126089.446526412,0.00968168589405535,20395658.57457546,0.010687882573816728,10839720.915728087,0.012989829570754069,8496766.621847901,0.009026094180898387,7087860.7521741465
0.010467459032854577,29182408747.61865,0.008410580148433006,29917543139.119232,0.009973425158989371,26482573007.392494,0.008725063334244419,27143603459.92402,0.008623833480109365,22621698085.540783,0.009166071399295444,20773803162.894127,0.015468415770381825,15310531008.67143,0.013229818456540154,8242142146.921865,0.015524059227885691,3926061650.638391,0.010529390446127756,3119881673.9827833,0.0068867084256490595,2390725189.6788473,0.011095696092640241,743681195.7535359,0.012699518231647207,446268479.08067375,0.01491757171047513,142353954.13305196,0.01321667619617092,120123956.94034864,0.011570889607658372,93103086.10507789,0.012170168038971325,45452792.26961912,0.018199809146493443,26280426.823289625,0.01693589418031378,18479090.413599726,0.01205135620354872,18721797.155960355,0.013630658828760262,10071105.310738755,0.01597186428385427,8188149.098052589,0.012531267115452407,6996199.021372608
0.016212278462287417,28448915796.845924,0.010856066991006764,29179602074.769627,0.011968188047899158,25834327426.6965,0.01099160178151647,26475781522.178295,0.013197198832916509,21007548888.532337,0.01127065919660683,19777481321.02933,0.019726820242764672,14398802390.565863,0.015310040153264393,7567169198.804719,0.017112734390005994,3605007348.05144,0.01310780391442181,2761319631.9990115,0.012055993565580911,1618164079.6820817,0.013157486477012655,658295752.0671495,0.015242452818151807,404734946.25325495,0.017904646366165393,129105286.78536461,0.016056064264315495,111620602.11516039,0.014761049531551305,77540639.60094012,0.014431615651581332,40234149.043345146,0.021580986314489126,23547442.672596727,0.021601753216045592,16354275.160347814,0.014643210752418806,16173342.261589378,0.019870273410280963,9240722.563205142,0.018935488982332365,7891500.085907759,0.015036654167130332,6992835.305699461
0.022784741737957286,27405934253.744236,0.014533300183506462,28113437527.430088,0.014537494292374716,25201141753.44745,0.013190430828308878,25515770566.16464,0.019005432184510326,19511703256.807808,0.015089776876014652,18372756731.403503,0.023387187664806578,13877147196.689894,0.0200089954486947,6615752138.345768,0.021565769942863466,3076376911.703568,0.018656486251101605,2190021321.685227,0.01715888249905107,1299066251.831415,0.015600395791904743,611735425.7125556,0.018074789103530133,358265473.6370978,0.0209759176379298,112905505.92132685,0.019039584958703393,98804929.63269651,0.025837640684935083,55097336.43293927,0.01670134020845441,36493127.399433814,0.025903164674987822,21097993.70689789,0.025928090712332336,14653072.913749432,0.017363639821960278,14491425.587942198,0.024730510575247222,8904797.752908379,0.025044080787832407,7511574.762985192,0.01826410690530956,6904837.132775286
0.03087344365270884,27053249477.71296,0.01875844702274737,27755207103.37633,0.019226059466544407,24577958635.01568,0.016021611995436415,25194678892.699295,0.024533084696600746,18573530289.30543,0.017673666268405986,17707696583.171913,0.02982847305319002,12583604736.988878,0.02521245574917333,5926809130.272019,0.02620302517718554,2690102738.6506753,0.022668889331645434,1891910488.1187751,0.022980619800286806,1068719727.807436,0.02038977436848186,521981666.064315,0.02117320921949103,324943082.5198196,0.026755665738557803,98716272.84013855,0.021504322218315414,90719323.93240352,0.031392463417213266,48768231.75717834,0.019804130448352865,32698092.430538848,0.031468038597423226,19604505.387341276,0.030370793600692253,13617118.380875766,0.02033819691106841,13631532.868250389,0.02861631821947796,8479078.370832255,0.03116782440428293,7416573.174663683,0.020625149437466624,6736899.0396212675
0.04033876890923589,26066448972.721634,0.027677011032123826,26411349216.04082,0.024220476274893623,23973260000.005516,0.01809276212344767,24581898859.00615,0.03245058277965452,17046477208.678547,0.02395328486441882,16054520042.245691,0.03623547393603512,11835779920.044985,0.03063090610644011,5375037633.545953,0.0334241329698839,2323621645.9143996,0.03305858966635737,1500390825.4989731,0.028961511219225477,900990337.8573915,0.026011350863732335,434730941.15173185,0.026360592387054474,277303026.00658727,0.03172737493883333,87382205.49562159,0.026775402414838844,74647604.08417098,0.03336203824501014,47014968.11598857,0.02495751476263555,27903315.277409904,0.04213924176050457,16931550.951471064,0.038734257744151714,12498766.880058285,0.025013588187801496,11919556.447887445,0.03351641725368797,8172151.261274744,0.039264392832946284,7234101.076725381,0.023863602521133696,6652974.716945396
0.0566939373333724,24807538922.43997,0.037960963945708054,26070627824.558517,0.028713733721906633,23387187664.806305,0.021976174883195324,24272559071.633213,0.040884309702669826,16031888507.537014,0.030175708588334016,15659526035.645882,0.04193035540960722,11133824946.387417,0.03721265147181773,4934227381.741253,0.04061257629666253,2007324823.1859522,0.041659682577936764,1296029450.839226,0.03878769367454832,741229438.6637931,0.0319888485389025,389484441.78598946,0.0312649031116618,228205638.884007,0.0371673429413497,78297565.63589573,0.03333210278212392,66068497.51970702,0.04984470701971197,38667256.41777235,0.032222504061824093,24694065.319965772,0.05057552580415588,15543482.022884028,0.050617701772547645,11332981.865163902,0.032681323656874664,11625177.9674229,0.03925432343586411,7972622.946985884,0.050068936337004266,7055892.173607853,0.030801271425784555,6568200.38254588
