Default Dataset,,Dataset 1,,Dataset 2,,Dataset 3,,Dataset 4,,Dataset 5,,Dataset 6,,Dataset 7,,Dataset 8,,Dataset 9,
X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y
,,7726.805850957021,0.0000012536930389283304,,,,,4905.312349932591,6.212718180868581e-7,3981.0717055349774,4.955533761421616e-7,4965.9232145033675,3.59381366380464e-7,5825.501700037969,1.5624223745758844e-7,6118.805757518226,9.038000300216228e-8,8524.455866987408,8.773087376459975e-9
,,10000,0.0000012687006814203766,,,,,,,4556.870289743877,5.074886767657306e-7,5825.501700037969,3.8597867194894844e-7,7918.93296602032,1.8456522259245346e-7,7918.93296602032,1.1064394410078518e-7,,
,,13427.649611378642,0.0000012687006814203766,,,,,,,5280.398106691254,5.197114366375534e-7,7003.793507758914,4.0000662425559084e-7,8844.365191386009,1.9587980548716506e-7,9877.946432208722,1.2762717386157563e-7,,
,,17592.733881234515,0.000001283887976607441,,,,,,,6118.805757518226,5.385997529519132e-7,7918.93296602032,4.195068127167262e-7,10000,2.078880173564103e-7,12473.835142429432,1.5076293156004987e-7,,
,,27039.583641088462,0.0000012992570750665302,,,,,,,7003.793507758914,5.45047194460814e-7,8844.365191386009,4.296105475805432e-7,11168.632477805611,2.2327351487772876e-7,16956.38751962661,1.802245515250004e-7,,
,,,,,,,,,,8216.117975204099,5.648563098457617e-7,9877.946432208722,4.347533068594911e-7,12941.958414499863,2.3696107018632604e-7,20386.061654437646,2.0299883244099577e-7,,
,,,,,,,,,,9877.946432208722,5.716180619607675e-7,,,15946.547346709785,2.637476692792077e-7,24210.29046736185,2.2327351487772876e-7,,
,,,,,,,,,,11032.315333679016,5.716180619607675e-7,,,21151.118253097025,2.900896938798607e-7,27711.923194803432,2.3696107018632604e-7,,
,,,,,,,,,,13427.649611378642,5.853853648181836e-7,,,,,31332.85724315589,2.485128426980566e-7,,
,,,,,,,,,,16343.05842723136,5.994842503189434e-7,,,,,38607.05432153823,2.733332759319147e-7,,
