,20,,25,,30,,35,,40,,45,
w,Gp,Gpp,Gp,Gpp,Gp,Gpp,Gp,Gpp,Gp,Gpp,Gp,Gpp
0.1,661.7066248,209.4041728,1152.535185,164.6048148,1354.53,141.95,1572.584184,134.9990993,1656.658502,128.3697691,1733.225465,123.9814092
0.2,733.7241285,205.6158346,1215.510185,155.2191667,1393.03,135.069,1616.792482,129.2212908,1700.088873,122.5727152,1772.320315,121.4415737
0.3,777.9981536,204.1911152,1257.340741,155.0419444,1425.13,133.178,1632.471773,126.0113972,1716.750525,119.6586774,1799.559871,119.0163019
0.4,797.9188774,201.6606278,1289.841667,152.9998148,1459.94,132.449,1641.183617,124.8055319,1724.76613,117.9945136,1814.933906,118.3227825
0.6,840.4038183,200.4798744,1317.82037,149.6499074,1488.32,131.385,1668.242057,123.1513972,1742.128272,116.3843877,1841.621102,117.7356438
0.8,871.1667725,199.2568759,1334.432407,147.512037,1498.72,130.166,1694.894823,123.0236099,1758.729881,116.1422183,1858.028255,117.2825036
1,898.6092541,198.2957976,1346.787037,146.9141667,1506.61,129.679,1719.052695,122.5520142,1773.09993,115.2475927,1870.845064,116.5889843
2,976.3921713,194.1610487,1396.327778,141.7675926,1545.79,126.328,1760.319858,121.5702837,1809.445346,114.0547586,1905.019814,116.0519671
2.5,999.1781758,191.2228951,1410.434259,140.8325926,1556.67,125.808,1774.812553,121.2416879,1821.874038,113.7855703,1915.872675,115.6141702
3,1014.543811,189.0430428,1421.902778,139.894537,1565.99,125.325,1788.534468,121.6412766,1833.682295,113.9917145,1926.357296,116.0212804
4,1042.814298,186.2939365,1440.989815,139.0053704,1579.83,124.97,1804.193475,121.4962482,1847.411896,113.8706298,1939.706009,116.1542561
5,1063.554579,183.682127,1458.386111,138.4166667,1591,124.969,1815.085816,121.5702837,1856.668369,113.4523373,1949.546209,116.0100286
6,1082.068538,182.4538479,1470.12963,137.5305556,1599.85,125.661,1821.830142,120.2143191,1862.102169,114.249895,1956.951931,116.9429041
7,1103.29675,182.7485081,1477.432407,133.950463,1605.9,129.866,1823.310851,117.051078,1863.002799,115.5888314,1961.42196,117.9555651
8,1134.199114,185.7838257,1472.32963,119.7319444,1608.42,150.267,1810.177163,104.3463901,1856.087964,121.8782295,1961.278755,121.2758655
10,1126.024668,176.8964919,1485.061111,135.6259259,1620.87,124.597,1827.915248,119.729539,1860.110777,112.8909447,1968.929971,116.9766595
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
